DR_NO,Date Rptd,DATE OCC,DATE OCC,month,day,year,weeknum,dayofweek,month_text,week_text,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210815368,10/18/2021 0:00,3/31/2021 0:00,44286,3,31,2021,14,4,March,Wednesday,1,8,West LA,834,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0913 1803,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,10600    SANTA MONICA                 BL,,34.0551,-118.4279
210807687,4/2/2021 0:00,4/2/2021 0:00,44288,4,2,2021,14,6,April,Friday,1630,8,West LA,898,1,310,BURGLARY,0389 1822 1609 1601 0344,29,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,9000    GIBSON                       ST,,34.0375,-118.3886
210808573,4/25/2021 0:00,4/24/2021 0:00,44310,4,24,2021,17,7,April,Saturday,1800,8,West LA,881,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0321 0344 1822,24,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331,,,,12300 W  PICO                         BL,,34.0341,-118.4525
210808015,4/10/2021 0:00,4/9/2021 0:00,44295,4,9,2021,15,6,April,Friday,1730,8,West LA,899,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 0913 1218 2004 1309 1814,65,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,440,,,,8500    VENICE                       BL,,34.0346,-118.3788
210805684,2/11/2021 0:00,2/11/2021 0:00,44238,2,11,2021,7,5,February,Thursday,1540,8,West LA,823,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0346,30,F,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,341,,,,ALMA REAL                    DR,TOYOPA                       DR,34.044,-118.5245
210808066,4/12/2021 0:00,4/10/2021 0:00,44296,4,10,2021,15,7,April,Saturday,1830,8,West LA,851,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385,37,F,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,IDAHO                        AV,AMHERST                      AV,34.0381,-118.4622
210800568,2/10/2021 0:00,2/10/2021 0:00,44237,2,10,2021,7,4,February,Wednesday,1700,8,West LA,849,1,310,BURGLARY,0344 0321 1402 1822 1608 1609 1414,37,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,998,,,800 S  LE DOUX                      RD,,34.0583,-118.3799
210807181,3/19/2021 0:00,3/12/2021 0:00,44267,3,12,2021,11,6,March,Friday,1155,8,West LA,817,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0346,25,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,331,,,,1000    TIVERTON                     AV,,34.0604,-118.4432
210804496,1/15/2021 0:00,1/15/2021 0:00,44211,1,15,2021,3,6,January,Friday,2000,8,West LA,803,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,75,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,2300 N  MANDEVILLE CANYON            RD,,34.0949,-118.5111
210807886,4/7/2021 0:00,4/7/2021 0:00,44293,4,7,2021,15,4,April,Wednesday,240,8,West LA,805,2,624,BATTERY - SIMPLE ASSAULT,400,60,M,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1000 N  SEPULVEDA                    BL,,34.0813,-118.4729
210809982,6/2/2021 0:00,5/24/2021 0:00,44340,5,24,2021,22,2,May,Monday,300,8,West LA,859,2,354,THEFT OF IDENTITY,0100 0922,31,M,W,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,1700 S  SHENANDOAH                   ST,,34.0457,-118.3831
210811709,7/16/2021 0:00,7/16/2021 0:00,44393,7,16,2021,29,6,July,Friday,2300,8,West LA,889,1,210,ROBBERY,0903 1822 0411 2035 0344 2055 1516 0337 2004 1414,25,M,H,103,ALLEY,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,946,,,1900 S  GARTH                        AV,,34.0407,-118.3791
210808944,5/2/2021 0:00,5/2/2021 0:00,44318,5,2,2021,19,1,May,Sunday,1830,8,West LA,812,2,625,OTHER ASSAULT,0316 0400 0416 1822,69,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,300 N  BRISTOL                      AV,,34.0605,-118.4889
210811823,7/19/2021 0:00,7/19/2021 0:00,44396,7,19,2021,30,2,July,Monday,1240,8,West LA,817,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0444 1414 1402 0408 0448 0334 2004,37,M,H,717,HEALTH SPA/GYM,218,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,230,998,,,10900    WILSHIRE                     BL,,34.0617,-118.4446
210811681,7/15/2021 0:00,7/15/2021 0:00,44392,7,15,2021,29,5,July,Thursday,1820,8,West LA,827,1,310,BURGLARY,0344 0361 1601 0603 1420,30,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,310,,,,11600    GORHAM                       AV,,34.0543,-118.4657
210808427,4/21/2021 0:00,4/19/2021 0:00,44305,4,19,2021,17,2,April,Monday,2000,8,West LA,832,1,330,BURGLARY FROM VEHICLE,0352 0344,23,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,11800    DARLINGTON                   AV,,34.05,-118.4674
210805900,2/17/2021 0:00,2/14/2021 0:00,44241,2,14,2021,8,1,February,Sunday,2000,8,West LA,841,1,480,BIKE - STOLEN,0344 0346,38,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,1300 S  CARMELINA                    AV,,34.0398,-118.4673
210800675,4/7/2021 0:00,4/7/2021 0:00,44293,4,7,2021,15,4,April,Wednesday,2220,8,West LA,857,2,662,"BUNCO, GRAND THEFT",0701 1822 1402,17,M,B,301,GAS STATION,,,IC,Invest Cont,662,998,,,9400 W  PICO                         BL,,34.0553,-118.394
210804578,1/19/2021 0:00,1/19/2021 0:00,44215,1,19,2021,4,3,January,Tuesday,1110,8,West LA,886,2,647,THROWING OBJECT AT MOVING VEHICLE,1300 0209 1310 2004,29,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,BEVERLY GLEN,OLYMPIC,34.0475,-118.4032
210812146,7/27/2021 0:00,7/27/2021 0:00,44404,7,27,2021,31,3,July,Tuesday,1700,8,West LA,884,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 1253 2050 2052,62,M,O,802,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,WESTWOOD,PICO,34.0401,-118.4285
210808816,4/29/2021 0:00,4/29/2021 0:00,44315,4,29,2021,18,5,April,Thursday,1630,8,West LA,849,2,886,DISTURBING THE PEACE,1501 1309 1312 1822,23,F,W,101,STREET,,,IC,Invest Cont,886,,,,CORNING                      ST,WHITWORTH                    DR,34.0572,-118.3773
210806710,3/7/2021 0:00,3/7/2021 0:00,44262,3,7,2021,11,1,March,Sunday,1230,8,West LA,831,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0422 1822,25,M,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,11900 W  GORHAM                       AV,,34.0498,-118.4714
210810658,6/21/2021 0:00,6/11/2021 0:00,44358,6,11,2021,24,6,June,Friday,800,8,West LA,853,2,354,THEFT OF IDENTITY,0100 0923 1822,31,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1800    FEDERAL                      AV,,34.0397,-118.4497
210811887,7/21/2021 0:00,7/20/2021 0:00,44397,7,20,2021,30,3,July,Tuesday,2130,8,West LA,882,1,330,BURGLARY FROM VEHICLE,1822 1609 0344,24,F,F,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,2200    SAWTELLE                     BL,,34.0377,-118.4408
210810412,6/14/2021 0:00,6/14/2021 0:00,44361,6,14,2021,25,2,June,Monday,1130,8,West LA,884,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202,73,F,O,406,OTHER STORE,,,IC,Invest Cont,341,,,,11000 W  PICO                         BL,,34.0383,-118.4325
210805208,1/30/2021 0:00,1/30/2021 0:00,44226,1,30,2021,5,7,January,Saturday,1030,8,West LA,813,2,354,THEFT OF IDENTITY,0100 0930,52,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600    MACCULLOCH                   DR,,34.0727,-118.4751
210812865,8/9/2021 0:00,7/26/2021 0:00,44403,7,26,2021,31,2,July,Monday,1100,8,West LA,833,1,330,BURGLARY FROM VEHICLE,1202 0344 1822 0352,72,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,10800    WILSHIRE                     BL,,34.0595,-118.4414
210811084,7/1/2021 0:00,6/30/2021 0:00,44377,6,30,2021,27,4,June,Wednesday,2300,8,West LA,834,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10500    EASTBORNE                    AV,,34.0554,-118.4292
210805858,2/16/2021 0:00,2/15/2021 0:00,44242,2,15,2021,8,2,February,Monday,1200,8,West LA,857,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0416 0913 1813 1821,39,M,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236,,,,9200    MONTE MAR                    DR,,34.0531,-118.3941
210807638,4/1/2021 0:00,4/1/2021 0:00,44287,4,1,2021,14,5,April,Thursday,600,8,West LA,857,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1100    GLENVILLE                    DR,,34.0557,-118.3928
210810518,6/17/2021 0:00,6/8/2021 0:00,44355,6,8,2021,24,3,June,Tuesday,1400,8,West LA,805,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2100 N  SEPULVEDA                    BL,,34.1067,-118.4798
210806064,2/22/2021 0:00,2/21/2021 0:00,44248,2,21,2021,9,1,February,Sunday,2110,8,West LA,842,1,330,BURGLARY FROM VEHICLE,0344 0346,30,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,1400    COLBY                        AV,,34.0477,-118.4553
210806272,2/26/2021 0:00,2/26/2021 0:00,44253,2,26,2021,9,6,February,Friday,745,8,West LA,853,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,25,M,W,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,1600    COLBY                        AV,,34.0431,-118.4512
210811954,7/22/2021 0:00,7/4/2021 0:00,44381,7,4,2021,28,1,July,Sunday,600,8,West LA,853,2,649,DOCUMENT FORGERY / STOLEN FELONY,1202 1822 0923,60,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649,,,,11500    OHIO                         AV,,34.0464,-118.4534
210815549,10/14/2021 0:00,3/1/2021 0:00,44256,3,1,2021,10,2,March,Monday,500,8,West LA,834,2,940,EXTORTION,0913 1814,40,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940,,,,10600    WILSHIRE                     BL,,34.0613,-118.4342
210808256,4/16/2021 0:00,4/15/2021 0:00,44301,4,15,2021,16,5,April,Thursday,1130,8,West LA,815,2,354,THEFT OF IDENTITY,0100 0931,51,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11100    CASHMERE                     ST,,34.0706,-118.4578
210813087,8/22/2021 0:00,7/3/2021 0:00,44380,7,3,2021,27,7,July,Saturday,1530,8,West LA,882,1,310,BURGLARY,1309 0202 0209 0377 1420 1607 0344 1822,22,F,A,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,11200 W  OLYMPIC                      BL,,34.039,-118.44
210804481,1/14/2021 0:00,1/8/2021 0:00,44204,1,8,2021,2,6,January,Friday,2015,8,West LA,836,2,624,BATTERY - SIMPLE ASSAULT,1822 2003 0416,45,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,PROSSER                      AV,OLYMPIC                      BL,34.0495,-118.4258
210809353,5/15/2021 0:00,5/15/2021 0:00,44331,5,15,2021,20,7,May,Saturday,1700,8,West LA,806,1,310,BURGLARY,0329 0397 1602,53,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,300    BEL AIR                      RD,,34.0832,-118.4389
210807943,4/8/2021 0:00,4/3/2021 0:00,44289,4,3,2021,14,7,April,Saturday,1200,8,West LA,833,1,480,BIKE - STOLEN,344,20,F,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,10900    ASHTON                       AV,,34.0577,-118.4438
210814574,9/28/2021 0:00,1/15/2021 0:00,44211,1,15,2021,3,6,January,Friday,1,8,West LA,816,2,860,BATTERY WITH SEXUAL CONTACT,522,18,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,600    KELTON                       AV,,34.0665,-118.4534
210807406,3/25/2021 0:00,3/21/2021 0:00,44276,3,21,2021,13,1,March,Sunday,900,8,West LA,837,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1606 0344,19,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,420,,,,10900    STRATHMORE                   DR,,34.0678,-118.4512
210807115,3/17/2021 0:00,1/25/2021 0:00,44221,1,25,2021,5,2,January,Monday,1830,8,West LA,848,2,354,THEFT OF IDENTITY,0100 0930,18,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2100    CENTURY PARK                 LN,,34.0562,-118.4114
210807076,3/17/2021 0:00,3/16/2021 0:00,44271,3,16,2021,12,3,March,Tuesday,1900,8,West LA,831,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,11900    MAYFIELD                     AV,,34.0476,-118.4686
210808830,4/30/2021 0:00,4/21/2021 0:00,44307,4,21,2021,17,4,April,Wednesday,1750,8,West LA,834,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,28,F,W,506,ABANDONED BUILDING ABANDONED HOUSE,,,IC,Invest Cont,440,,,,WILSHIRE                     BL,WESTHOLME                    AV,34.0615,-118.4337
210807433,3/26/2021 0:00,3/24/2021 0:00,44279,3,24,2021,13,4,March,Wednesday,1900,8,West LA,815,1,330,BURGLARY FROM VEHICLE,0358 1302 1307 0344 1309 1822,55,M,W,101,STREET,,,IC,Invest Cont,330,,,,200 S  THURSTON                     AV,,34.0709,-118.4638
210809153,5/10/2021 0:00,5/3/2021 0:00,44319,5,3,2021,19,2,May,Monday,1935,8,West LA,815,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 0940,42,F,O,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,400 S  SEPULVEDA                    BL,,34.0669,-118.4609
210810127,6/5/2021 0:00,6/5/2021 0:00,44352,6,5,2021,23,7,June,Saturday,1145,8,West LA,857,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,29,F,H,301,GAS STATION,,,IC,Invest Cont,442,,,,9000 W  PICO                         BL,,34.0553,-118.3884
210805320,2/2/2021 0:00,1/30/2021 0:00,44226,1,30,2021,5,7,January,Saturday,1830,8,West LA,841,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 0913 1420 0603,37,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,1200    MCCLELLAN                    DR,,34.0422,-118.4696
210810574,6/17/2021 0:00,6/17/2021 0:00,44364,6,17,2021,25,5,June,Thursday,1910,8,West LA,882,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0325 0344 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,11300 W  PICO                         BL,,34.038,-118.4436
210809466,5/20/2021 0:00,5/20/2021 0:00,44336,5,20,2021,21,5,May,Thursday,330,8,West LA,881,1,480,BIKE - STOLEN,344,29,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,480,,,,PICO                         BL,CENTINELA                    AV,34.0281,-118.4528
210806841,3/11/2021 0:00,3/11/2021 0:00,44266,3,11,2021,11,5,March,Thursday,900,8,West LA,859,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1400 S  SHENANDOAH                   ST,,34.0539,-118.3817
210804478,1/16/2021 0:00,1/9/2021 0:00,44205,1,9,2021,2,7,January,Saturday,1200,8,West LA,895,1,480,BIKE - STOLEN,1606 1202 0344 1822,60,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,3200    CLUB                         DR,,34.0319,-118.4028
210810289,6/10/2021 0:00,6/9/2021 0:00,44356,6,9,2021,24,4,June,Wednesday,1452,8,West LA,825,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,12200 W  TWEED                        LN,,34.0524,-118.4769
210808385,4/19/2021 0:00,4/19/2021 0:00,44305,4,19,2021,17,2,April,Monday,2000,8,West LA,859,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1402 0907,54,M,B,510,NURSING/CONVALESCENT/RETIREMENT HOME,511,VERBAL THREAT,AO,Adult Other,930,998,,,1700 S  LA CIENEGA                   BL,,34.0495,-118.3805
210807654,4/1/2021 0:00,4/1/2021 0:00,44287,4,1,2021,14,5,April,Thursday,1635,8,West LA,857,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1420 1822 0447 0408,40,M,W,710,OTHER PREMISE,212,BOTTLE,AA,Adult Arrest,230,,,,BEVERWIL                     AV,PICO                         BL,34.055,-118.3991
210811985,7/23/2021 0:00,7/1/2021 0:00,44378,7,1,2021,27,5,July,Thursday,600,8,West LA,882,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,0,X,X,108,PARKING LOT,,,IC,Invest Cont,745,,,,2000    SAWTELLE                     BL,,34.0396,-118.4425
210808638,4/26/2021 0:00,4/13/2021 0:00,44299,4,13,2021,16,3,April,Tuesday,1325,8,West LA,832,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 1822,45,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,11800    GORHAM                       AV,,34.0524,-118.468
210806266,2/25/2021 0:00,2/25/2021 0:00,44252,2,25,2021,9,5,February,Thursday,1430,8,West LA,815,1,310,BURGLARY,1309 0344 1822 0201 1420 0326 0394,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,100 S  SEPULVEDA                    BL,,34.0713,-118.4647
210811422,7/9/2021 0:00,7/8/2021 0:00,44385,7,8,2021,28,5,July,Thursday,1400,8,West LA,831,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1100 S  BUNDY                        DR,,34.0452,-118.4681
210810086,6/4/2021 0:00,6/4/2021 0:00,44351,6,4,2021,23,6,June,Friday,1700,8,West LA,839,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1900    AVENUE OF THE STARS,,34.0601,-118.4175
210813256,8/25/2021 0:00,5/16/2021 0:00,44332,5,16,2021,21,1,May,Sunday,1710,8,West LA,842,2,354,THEFT OF IDENTITY,0100 1814,26,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1200    GRANVILLE                    AV,,34.0476,-118.4622
210809266,5/13/2021 0:00,5/12/2021 0:00,44328,5,12,2021,20,4,May,Wednesday,1840,8,West LA,841,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822 2004,47,M,A,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,WELLESLEY,WILSHIRE                     BL,34.0427,-118.4692
210811086,7/1/2021 0:00,7/1/2021 0:00,44378,7,1,2021,27,5,July,Thursday,900,8,West LA,899,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 0400 1402 1307 1609 0416 0417,29,M,O,108,PARKING LOT,212,BOTTLE,IC,Invest Cont,740,998,,,8500    VENICE                       BL,,34.0346,-118.3788
220804457,1/13/2021 0:00,1/13/2021 0:00,44209,1,13,2021,3,4,January,Wednesday,710,8,West LA,835,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1814 1609 0329,25,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,1900    SELBY                        AV,,34.0498,-118.4328
210800518,1/7/2021 0:00,1/1/2021 0:00,44197,1,1,2021,1,6,January,Friday,800,8,West LA,887,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606 1420 1822,44,M,O,102,SIDEWALK,,,IC,Invest Cont,331,,,,9400    DUXBURY                      RD,,34.0443,-118.3934
210810976,6/28/2021 0:00,6/26/2021 0:00,44373,6,26,2021,26,7,June,Saturday,900,8,West LA,811,1,330,BURGLARY FROM VEHICLE,0358 1612 0344 1822,27,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,500    LOS LIONES                   DR,,34.046,-118.5593
210809812,5/14/2021 0:00,5/12/2021 0:00,44328,5,12,2021,20,4,May,Wednesday,1300,8,West LA,841,1,330,BURGLARY FROM VEHICLE,0344 1602,32,M,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,1300    BROCKTON                     AV,,34.0433,-118.4629
210807574,3/30/2021 0:00,3/30/2021 0:00,44285,3,30,2021,14,3,March,Tuesday,1415,8,West LA,884,2,886,DISTURBING THE PEACE,0917 2004,29,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,886,,,,OVERLAND                     AV,AYRES                        AV,34.0411,-118.4242
210810052,6/3/2021 0:00,5/21/2021 0:00,44337,5,21,2021,21,6,May,Friday,445,8,West LA,806,2,624,BATTERY - SIMPLE ASSAULT,0444 1810,51,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,900    BEL AIR                      RD,,34.0894,-118.4418
210806990,3/14/2021 0:00,3/12/2021 0:00,44267,3,12,2021,11,6,March,Friday,1730,8,West LA,829,1,310,BURGLARY,1822 1202 1606 0344,70,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,10300    EASTBORNE                    AV,,34.0621,-118.4208
210806944,3/12/2021 0:00,3/12/2021 0:00,44267,3,12,2021,11,6,March,Friday,2045,8,West LA,835,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 2004 0421,21,M,H,101,STREET,511,VERBAL THREAT,AO,Adult Other,930,,,,MISSOURI                     AV,SEPULVEDA                    BL,34.0448,-118.4412
210807154,3/18/2021 0:00,3/16/2021 0:00,44271,3,16,2021,12,3,March,Tuesday,1700,8,West LA,884,1,480,BIKE - STOLEN,0344 1822 1202,60,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,2200    MALCOLM                      AV,,34.0435,-118.4287
210807700,4/3/2021 0:00,3/29/2021 0:00,44284,3,29,2021,14,2,March,Monday,900,8,West LA,851,1,480,BIKE - STOLEN,344,31,M,J,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,11900    IDAHO                        AV,,34.039,-118.461
210808210,4/15/2021 0:00,4/12/2021 0:00,44298,4,12,2021,16,2,April,Monday,1230,8,West LA,831,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0346,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,200    26TH                         ST,,34.0473,-118.4768
210809711,5/27/2021 0:00,5/26/2021 0:00,44342,5,26,2021,22,4,May,Wednesday,1500,8,West LA,836,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,49,M,B,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,OLYMPIC                      BL,LAURISTON                    AV,34.0517,-118.4184
210807201,3/20/2021 0:00,3/19/2021 0:00,44274,3,19,2021,12,6,March,Friday,2300,8,West LA,847,1,210,ROBBERY,1822 0354 1420 1402 0916 0355 0302,62,M,O,104,DRIVEWAY,113,SIMULATED GUN,IC,Invest Cont,210,998,,,2200    PELHAM                       AV,,34.0444,-118.4254
210806177,2/23/2021 0:00,2/21/2021 0:00,44248,2,21,2021,9,1,February,Sunday,2030,8,West LA,835,1,330,BURGLARY FROM VEHICLE,0344 0346,40,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,2000 S  BENTLEY                      AV,,34.0421,-118.4383
210811999,7/16/2021 0:00,7/15/2021 0:00,44392,7,15,2021,29,5,July,Thursday,1900,8,West LA,835,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0321 0344 1822,34,M,C,101,STREET,,,IC,Invest Cont,420,,,,1800    CAMDEN                       AV,,34.0466,-118.4408
210812025,7/24/2021 0:00,7/24/2021 0:00,44401,7,24,2021,30,7,July,Saturday,1334,8,West LA,889,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432,43,M,B,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,,,,1800 S  LA CIENEGA                   BL,,34.0425,-118.3818
210809818,5/14/2021 0:00,5/13/2021 0:00,44329,5,13,2021,20,5,May,Thursday,1700,8,West LA,822,1,330,BURGLARY FROM VEHICLE,0321 0344,48,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,300 N  GRENOLA                      ST,,34.0408,-118.5429
210807787,4/4/2021 0:00,4/4/2021 0:00,44290,4,4,2021,15,1,April,Sunday,2258,8,West LA,893,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,2700    WESTWOOD                     BL,,34.0348,-118.4242
